t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,dx_mm,dy_mm,dz_mm,qx,qy,qz,qw
43.3686,354,0,-24.6027,41.1537,271.6288,-24.6027,41.1537,271.6288,0.0235,0.0159,0.0245,0.9993
43.3804,354,0,-24.595,40.9692,271.1987,-24.595,40.9692,271.1987,0.0235,0.0156,0.024,0.9993
43.3925,354,0,-24.5446,41.1461,271.6288,-24.5446,41.1461,271.6288,0.0251,0.0154,0.0244,0.9993
43.4044,354,0,-24.5446,41.1461,271.6288,-24.5446,41.1461,271.6288,0.0251,0.0154,0.0244,0.9993
43.4166,354,0,-24.5446,41.1461,271.6288,-24.5446,41.1461,271.6288,0.0251,0.0154,0.0244,0.9993
43.4254,354,0,-24.5446,41.1461,271.6288,-24.5446,41.1461,271.6288,0.0251,0.0154,0.0244,0.9993
43.4377,354,0,-24.5446,41.1461,271.6288,-24.5446,41.1461,271.6288,0.0251,0.0154,0.0244,0.9993
43.4484,354,0,-24.5446,41.1461,271.6288,-24.5446,41.1461,271.6288,0.0251,0.0154,0.0244,0.9993
43.4608,354,0,-24.5446,41.1461,271.6288,-24.5446,41.1461,271.6288,0.0251,0.0154,0.0244,0.9993
43.4724,354,0,-24.3033,40.915,270.1216,-24.3033,40.915,270.1216,0.0206,0.0169,0.0245,0.9993
43.481,354,0,-24.3033,40.915,270.1216,-24.3033,40.915,270.1216,0.0206,0.0169,0.0245,0.9993
43.4924,354,0,-24.5446,41.1461,271.6288,-24.5446,41.1461,271.6288,0.0251,0.0154,0.0244,0.9993
43.5044,354,0,-24.5446,41.1461,271.6288,-24.5446,41.1461,271.6288,0.0251,0.0154,0.0244,0.9993
43.5164,354,0,-24.7166,41.1531,271.6288,-24.7166,41.1531,271.6288,0.0237,0.0159,0.0244,0.9993
43.5284,354,0,-24.7166,41.1531,271.6288,-24.7166,41.1531,271.6288,0.0237,0.0159,0.0244,0.9993
43.5404,354,0,-24.9095,41.0577,271.1112,-24.9095,41.0577,271.1112,0.0237,0.0159,0.0244,0.9993
43.5501,354,0,-24.9095,41.0577,271.1112,-24.9095,41.0577,271.1112,0.0237,0.0159,0.0244,0.9993
43.5605,354,0,-25.3528,41.2248,272.2166,-25.3528,41.2248,272.2166,0.0223,0.0139,0.0243,0.9994
43.5726,354,0,-25.3528,41.2248,272.2166,-25.3528,41.2248,272.2166,0.0223,0.0139,0.0243,0.9994
43.5845,354,0,-25.9858,41.2621,271.6288,-25.9858,41.2621,271.6288,0.0233,0.0143,0.0246,0.9993
43.5964,354,0,-25.9858,41.2621,271.6288,-25.9858,41.2621,271.6288,0.0233,0.0143,0.0246,0.9993
43.605,354,0,-26.172,41.1945,270.6282,-26.172,41.1945,270.6282,0.021,0.0151,0.0243,0.9994
43.6164,354,0,-26.172,41.1945,270.6282,-26.172,41.1945,270.6282,0.021,0.0151,0.0243,0.9994
43.6287,354,0,-25.8425,40.9952,269.3551,-25.8425,40.9952,269.3551,0.0262,0.0153,0.0242,0.9992
43.6404,354,0,-25.8425,40.9952,269.3551,-25.8425,40.9952,269.3551,0.0262,0.0153,0.0242,0.9992
43.6529,354,0,-25.8753,41.2514,268.9472,-25.8753,41.2514,268.9472,0.0234,0.014,0.0244,0.9993
43.6645,354,0,-25.8753,41.2514,268.9472,-25.8753,41.2514,268.9472,0.0234,0.014,0.0244,0.9993
43.6731,354,0,-25.7504,41.2392,269.5317,-25.7504,41.2392,269.5317,0.0202,0.0139,0.0243,0.9994
43.6854,354,0,-25.7504,41.2392,269.5317,-25.7504,41.2392,269.5317,0.0202,0.0139,0.0243,0.9994
43.6969,354,0,-25.5211,41.0873,267.3676,-25.5211,41.0873,267.3676,0.0244,0.0139,0.0242,0.9993
43.7087,354,0,-25.5211,41.0873,267.3676,-25.5211,41.0873,267.3676,0.0244,0.0139,0.0242,0.9993
43.7204,354,0,-25.7474,40.5006,263.3836,-25.7474,40.5006,263.3836,0.0143,0.0182,0.0244,0.9994
43.7323,354,0,-25.7474,40.5006,263.3836,-25.7474,40.5006,263.3836,0.0143,0.0182,0.0244,0.9994
43.741,354,0,-25.7474,40.5006,263.3836,-25.7474,40.5006,263.3836,0.0143,0.0182,0.0244,0.9994
43.7525,354,0,-25.6486,40.8818,265.8279,-25.6486,40.8818,265.8279,0.0213,0.0148,0.0243,0.9994
43.7645,354,0,-25.6486,40.8818,265.8279,-25.6486,40.8818,265.8279,0.0213,0.0148,0.0243,0.9994
43.7764,354,0,-26.2589,40.7965,263.226,-26.2589,40.7965,263.226,0.0183,0.0164,0.0244,0.9994
43.7884,354,0,-26.2589,40.7965,263.226,-26.2589,40.7965,263.226,0.0183,0.0164,0.0244,0.9994
43.7971,354,0,-25.8369,40.6623,263.1479,-25.8369,40.6623,263.1479,0.024,0.0153,0.0244,0.9993
43.8083,354,0,-25.8369,40.6623,263.1479,-25.8369,40.6623,263.1479,0.024,0.0153,0.0244,0.9993
43.8204,354,0,-26.1886,40.5245,261.6545,-26.1886,40.5245,261.6545,0.0224,0.0159,0.0243,0.9993
43.8325,354,0,-26.1886,40.5245,261.6545,-26.1886,40.5245,261.6545,0.0224,0.0159,0.0243,0.9993
43.8446,354,0,-26.0318,40.5468,261.105,-26.0318,40.5468,261.105,0.0207,0.0159,0.0244,0.9994
43.8572,354,0,-26.0318,40.5468,261.105,-26.0318,40.5468,261.105,0.0207,0.0159,0.0244,0.9994
43.8658,354,0,-25.7563,40.3308,259.0185,-25.7563,40.3308,259.0185,0.0234,0.0162,0.0244,0.9993
43.8763,354,0,-25.7563,40.3308,259.0185,-25.7563,40.3308,259.0185,0.0234,0.0162,0.0244,0.9993
43.8884,354,0,-25.6703,40.1811,257.5904,-25.6703,40.1811,257.5904,0.0231,0.0161,0.0242,0.9993
43.9007,354,0,-25.6703,40.1811,257.5904,-25.6703,40.1811,257.5904,0.0231,0.0161,0.0242,0.9993
43.9127,354,0,-25.6885,40.1431,256.6086,-25.6885,40.1431,256.6086,0.0218,0.017,0.0244,0.9993
43.9248,354,0,-25.6885,40.1431,256.6086,-25.6885,40.1431,256.6086,0.0218,0.017,0.0244,0.9993
43.934,354,0,-25.5624,40.0381,254.6543,-25.5624,40.0381,254.6543,0.0223,0.018,0.0245,0.9993
43.9444,354,0,-25.5624,40.0381,254.6543,-25.5624,40.0381,254.6543,0.0223,0.018,0.0245,0.9993
43.9563,354,0,-25.1722,39.9489,254.1905,-25.1722,39.9489,254.1905,0.0252,0.0172,0.0244,0.9992
43.9689,354,0,-25.1722,39.9489,254.1905,-25.1722,39.9489,254.1905,0.0252,0.0172,0.0244,0.9992
43.9804,354,0,-25.3527,39.6419,252.2289,-25.3527,39.6419,252.2289,0.0262,0.0186,0.0244,0.9992
43.9892,354,0,-25.3527,39.6419,252.2289,-25.3527,39.6419,252.2289,0.0262,0.0186,0.0244,0.9992
44.0003,354,0,-24.9168,39.6121,250.8656,-24.9168,39.6121,250.8656,0.0219,0.0187,0.0244,0.9993
44.0123,354,0,-24.9168,39.6121,250.8656,-24.9168,39.6121,250.8656,0.0219,0.0187,0.0244,0.9993
44.0247,354,0,-24.9983,39.1078,246.8529,-24.9983,39.1078,246.8529,0.0169,0.0219,0.0245,0.9993
44.0365,354,0,-24.9983,39.1078,246.8529,-24.9983,39.1078,246.8529,0.0169,0.0219,0.0245,0.9993
44.0484,354,0,-25.3731,39.4298,248.9488,-25.3731,39.4298,248.9488,0.0241,0.0196,0.0246,0.9992
44.0571,354,0,-25.3731,39.4298,248.9488,-25.3731,39.4298,248.9488,0.0241,0.0196,0.0246,0.9992
44.0685,354,0,-25.3547,39.3952,248.1458,-25.3547,39.3952,248.1458,0.0205,0.0192,0.0245,0.9993
44.0803,354,0,-25.3547,39.3952,248.1458,-25.3547,39.3952,248.1458,0.0205,0.0192,0.0245,0.9993
44.0925,354,0,-26.0627,39.1308,245.8496,-26.0627,39.1308,245.8496,0.0207,0.0208,0.0246,0.9993
44.1045,354,0,-26.0627,39.1308,245.8496,-26.0627,39.1308,245.8496,0.0207,0.0208,0.0246,0.9993
44.1163,354,0,-25.2973,39.5583,246.6371,-25.2973,39.5583,246.6371,0.0258,0.0187,0.0243,0.9992
44.1254,354,0,-25.2973,39.5583,246.6371,-25.2973,39.5583,246.6371,0.0258,0.0187,0.0243,0.9992
44.1364,354,0,-25.6892,39.2329,245.3242,-25.6892,39.2329,245.3242,0.0235,0.0193,0.0245,0.9992
44.1483,354,0,-25.6892,39.2329,245.3242,-25.6892,39.2329,245.3242,0.0235,0.0193,0.0245,0.9992
44.1604,354,0,-25.9084,39.2475,244.4171,-25.9084,39.2475,244.4171,0.0247,0.0191,0.0242,0.9992
44.1725,354,0,-25.9084,39.2475,244.4171,-25.9084,39.2475,244.4171,0.0247,0.0191,0.0242,0.9992
44.1812,354,0,-25.9588,39.3013,244.839,-25.9588,39.3013,244.839,0.0234,0.0176,0.0242,0.9993
44.1925,354,0,-25.9588,39.3013,244.839,-25.9588,39.3013,244.839,0.0234,0.0176,0.0242,0.9993
44.2044,354,0,-26.0996,39.4184,244.3747,-26.0996,39.4184,244.3747,0.0235,0.0164,0.0246,0.9993
44.2166,354,0,-26.0996,39.4184,244.3747,-26.0996,39.4184,244.3747,0.0235,0.0164,0.0246,0.9993
44.2286,354,0,-26.4768,39.3744,243.1317,-26.4768,39.3744,243.1317,0.0235,0.0162,0.024,0.9993
44.2405,354,0,-26.4768,39.3744,243.1317,-26.4768,39.3744,243.1317,0.0235,0.0162,0.024,0.9993
44.2492,354,0,-26.7884,39.5098,242.6595,-26.7884,39.5098,242.6595,0.0231,0.0167,0.0244,0.9993
44.2612,354,0,-26.7884,39.5098,242.6595,-26.7884,39.5098,242.6595,0.0231,0.0167,0.0244,0.9993
44.2726,354,0,-26.6519,39.351,242.3143,-26.6519,39.351,242.3143,0.0208,0.0159,0.0243,0.9994
44.2845,354,0,-26.6519,39.351,242.3143,-26.6519,39.351,242.3143,0.0208,0.0159,0.0243,0.9994
44.2967,354,0,-26.1103,39.1214,240.877,-26.1103,39.1214,240.877,0.021,0.0159,0.0246,0.9994
44.3084,354,0,-26.1103,39.1214,240.877,-26.1103,39.1214,240.877,0.021,0.0159,0.0246,0.9994
44.3169,354,0,-26.5061,39.1269,240.0854,-26.5061,39.1269,240.0854,0.0285,0.015,0.0239,0.9992
44.3288,354,0,-26.5061,39.1269,240.0854,-26.5061,39.1269,240.0854,0.0285,0.015,0.0239,0.9992
44.3402,354,0,-26.6103,38.8768,238.476,-26.6103,38.8768,238.476,0.0203,0.0189,0.0244,0.9993
44.3523,354,0,-26.6103,38.8768,238.476,-26.6103,38.8768,238.476,0.0203,0.0189,0.0244,0.9993
44.3649,354,0,-26.6048,38.9549,238.912,-26.6048,38.9549,238.912,0.0202,0.0188,0.0245,0.9993
44.3762,354,0,-26.6048,38.9549,238.912,-26.6048,38.9549,238.912,0.0202,0.0188,0.0245,0.9993
44.3849,354,0,-26.4245,39.0914,240.0653,-26.4245,39.0914,240.0653,0.0237,0.0173,0.0244,0.9993
44.3963,354,0,-26.4245,39.0914,240.0653,-26.4245,39.0914,240.0653,0.0237,0.0173,0.0244,0.9993
44.4086,354,0,-26.8182,38.964,239.2802,-26.8182,38.964,239.2802,0.0229,0.0185,0.0243,0.9993
44.4203,354,0,-26.8182,38.964,239.2802,-26.8182,38.964,239.2802,0.0229,0.0185,0.0243,0.9993
44.4339,354,0,-27.6891,38.687,236.769,-27.6891,38.687,236.769,0.0206,0.0208,0.0245,0.9993
44.4429,354,0,-27.6891,38.687,236.769,-27.6891,38.687,236.769,0.0206,0.0208,0.0245,0.9993
44.4523,354,0,-26.4312,38.9933,240.0087,-26.4312,38.9933,240.0087,0.025,0.0176,0.0245,0.9992
44.4644,354,0,-26.4312,38.9933,240.0087,-26.4312,38.9933,240.0087,0.025,0.0176,0.0245,0.9992
44.4763,354,0,-27.1915,38.5189,235.9302,-27.1915,38.5189,235.9302,0.0266,0.021,0.0244,0.9991
44.4884,354,0,-27.1915,38.5189,235.9302,-27.1915,38.5189,235.9302,0.0266,0.021,0.0244,0.9991
44.497,354,0,-26.9992,39.0223,239.2802,-26.9992,39.0223,239.2802,0.0199,0.0165,0.0243,0.9994
44.5084,354,0,-26.9992,39.0223,239.2802,-26.9992,39.0223,239.2802,0.0199,0.0165,0.0243,0.9994
44.5202,354,0,-27.6583,38.7512,236.7223,-27.6583,38.7512,236.7223,0.023,0.0209,0.0242,0.9992
44.5323,354,0,-27.6583,38.7512,236.7223,-27.6583,38.7512,236.7223,0.023,0.0209,0.0242,0.9992
44.5442,354,0,-27.3996,38.8838,237.5592,-27.3996,38.8838,237.5592,0.0212,0.0189,0.0246,0.9993
44.5562,354,0,-27.3996,38.8838,237.5592,-27.3996,38.8838,237.5592,0.0212,0.0189,0.0246,0.9993
44.5663,354,0,-27.0308,38.9718,237.6122,-27.0308,38.9718,237.6122,0.0211,0.0188,0.0242,0.9993
44.5768,354,0,-27.0308,38.9718,237.6122,-27.0308,38.9718,237.6122,0.0211,0.0188,0.0242,0.9993
44.5884,354,0,-26.9124,38.9299,238.3114,-26.9124,38.9299,238.3114,0.0242,0.0193,0.0245,0.9992
44.6003,354,0,-26.9124,38.9299,238.3114,-26.9124,38.9299,238.3114,0.0242,0.0193,0.0245,0.9992
44.6124,354,0,-27.7911,38.8361,237.9787,-27.7911,38.8361,237.9787,0.0207,0.0182,0.0245,0.9993
44.6243,354,0,-27.7911,38.8361,237.9787,-27.7911,38.8361,237.9787,0.0207,0.0182,0.0245,0.9993
44.633,354,0,-26.4967,38.9807,240.0087,-26.4967,38.9807,240.0087,0.0263,0.0179,0.0243,0.9992
44.6448,354,0,-26.4967,38.9807,240.0087,-26.4967,38.9807,240.0087,0.0263,0.0179,0.0243,0.9992
44.6565,354,0,-25.8557,38.9486,240.0087,-25.8557,38.9486,240.0087,0.0232,0.0161,0.0245,0.9993
44.6685,354,0,-25.8557,38.9486,240.0087,-25.8557,38.9486,240.0087,0.0232,0.0161,0.0245,0.9993
44.6802,354,0,-26.6002,38.9296,239.6143,-26.6002,38.9296,239.6143,0.0253,0.0176,0.0245,0.9992
44.6891,354,0,-26.6002,38.9296,239.6143,-26.6002,38.9296,239.6143,0.0253,0.0176,0.0245,0.9992
44.7004,354,0,-26.3828,38.987,240.0087,-26.3828,38.987,240.0087,0.0262,0.0172,0.0244,0.9992
44.7125,354,0,-26.3828,38.987,240.0087,-26.3828,38.987,240.0087,0.0262,0.0172,0.0244,0.9992
44.7245,354,0,-26.8231,38.8372,237.8553,-26.8231,38.8372,237.8553,0.0267,0.0192,0.0243,0.9992
44.7365,354,0,-26.8231,38.8372,237.8553,-26.8231,38.8372,237.8553,0.0267,0.0192,0.0243,0.9992
44.7484,354,0,-26.5675,39.0167,239.5993,-26.5675,39.0167,239.5993,0.0274,0.0179,0.0243,0.9992
44.757,354,0,-26.5675,39.0167,239.5993,-26.5675,39.0167,239.5993,0.0274,0.0179,0.0243,0.9992
44.7684,354,0,-27.6012,38.6817,236.2724,-27.6012,38.6817,236.2724,0.024,0.0215,0.0242,0.9992
44.7805,354,0,-27.6012,38.6817,236.2724,-27.6012,38.6817,236.2724,0.024,0.0215,0.0242,0.9992
44.7931,354,0,-26.2549,39.0523,239.9544,-26.2549,39.0523,239.9544,0.0284,0.0173,0.0242,0.9992
44.8044,354,0,-26.2549,39.0523,239.9544,-26.2549,39.0523,239.9544,0.0284,0.0173,0.0242,0.9992
44.8166,354,0,-26.4485,38.9745,240.0087,-26.4485,38.9745,240.0087,0.0275,0.0175,0.0243,0.9992
44.8252,354,0,-26.4485,38.9745,240.0087,-26.4485,38.9745,240.0087,0.0275,0.0175,0.0243,0.9992
44.8364,354,0,-26.273,38.8284,238.0669,-26.273,38.8284,238.0669,0.0202,0.0197,0.0245,0.9993
44.8483,354,0,-26.273,38.8284,238.0669,-26.273,38.8284,238.0669,0.0202,0.0197,0.0245,0.9993
44.8613,354,0,-26.7321,39.1917,239.2322,-26.7321,39.1917,239.2322,0.0194,0.0171,0.0245,0.9994
44.8724,354,0,-26.7321,39.1917,239.2322,-26.7321,39.1917,239.2322,0.0194,0.0171,0.0245,0.9994
44.8809,354,0,-26.2879,38.9126,239.6735,-26.2879,38.9126,239.6735,0.0311,0.0172,0.0239,0.9991
44.8925,354,0,-26.2879,38.9126,239.6735,-26.2879,38.9126,239.6735,0.0311,0.0172,0.0239,0.9991
44.9048,354,0,-26.847,38.8219,238.2909,-26.847,38.8219,238.2909,0.0255,0.0193,0.0244,0.9992
44.9167,354,0,-26.847,38.8219,238.2909,-26.847,38.8219,238.2909,0.0255,0.0193,0.0244,0.9992
44.9289,354,0,-26.5611,39.0553,239.2322,-26.5611,39.0553,239.2322,0.0225,0.018,0.0243,0.9993
44.9412,354,0,-26.5611,39.0553,239.2322,-26.5611,39.0553,239.2322,0.0225,0.018,0.0243,0.9993
44.9499,354,0,-26.4312,38.9933,240.0087,-26.4312,38.9933,240.0087,0.025,0.0176,0.0245,0.9992
44.9603,354,0,-26.4312,38.9933,240.0087,-26.4312,38.9933,240.0087,0.025,0.0176,0.0245,0.9992
44.9723,354,0,-27.1641,38.6927,236.7223,-27.1641,38.6927,236.7223,0.0296,0.0188,0.0239,0.9991
44.9843,354,0,-27.1641,38.6927,236.7223,-27.1641,38.6927,236.7223,0.0296,0.0188,0.0239,0.9991
44.9967,354,0,-26.5611,39.0553,239.2322,-26.5611,39.0553,239.2322,0.0225,0.018,0.0243,0.9993
45.0084,354,0,-26.5611,39.0553,239.2322,-26.5611,39.0553,239.2322,0.0225,0.018,0.0243,0.9993
45.0169,354,0,-26.7708,38.9579,239.2802,-26.7708,38.9579,239.2802,0.0242,0.018,0.0242,0.9993
45.0283,354,0,-26.7708,38.9579,239.2802,-26.7708,38.9579,239.2802,0.0242,0.018,0.0242,0.9993
45.0403,354,0,-27.4967,38.7649,236.7223,-27.4967,38.7649,236.7223,0.0215,0.0207,0.0244,0.9993
45.0523,354,0,-27.4967,38.7649,236.7223,-27.4967,38.7649,236.7223,0.0215,0.0207,0.0244,0.9993
45.0644,354,0,-26.5931,39.0275,239.6707,-26.5931,39.0275,239.6707,0.0241,0.0174,0.0243,0.9993
45.073,354,0,-26.5931,39.0275,239.6707,-26.5931,39.0275,239.6707,0.0241,0.0174,0.0243,0.9993
45.0842,354,0,-26.7241,38.9421,238.8203,-26.7241,38.9421,238.8203,0.0247,0.0175,0.0242,0.9992
45.0966,354,0,-26.7241,38.9421,238.8203,-26.7241,38.9421,238.8203,0.0247,0.0175,0.0242,0.9992
45.1083,354,0,-27.0859,38.8234,238.3646,-27.0859,38.8234,238.3646,0.0247,0.0195,0.0243,0.9992
45.1204,354,0,-27.0859,38.8234,238.3646,-27.0859,38.8234,238.3646,0.0247,0.0195,0.0243,0.9992
45.1323,354,0,-26.5789,38.7816,237.2545,-26.5789,38.7816,237.2545,0.0282,0.0203,0.0244,0.9991
45.1409,354,0,-26.5789,38.7816,237.2545,-26.5789,38.7816,237.2545,0.0282,0.0203,0.0244,0.9991
45.1523,354,0,-27.0749,39.0411,237.9973,-27.0749,39.0411,237.9973,0.0247,0.0186,0.0243,0.9992
45.1648,354,0,-27.0749,39.0411,237.9973,-27.0749,39.0411,237.9973,0.0247,0.0186,0.0243,0.9992
45.1763,354,0,-26.7429,39.0308,239.6707,-26.7429,39.0308,239.6707,0.0253,0.0178,0.0243,0.9992
45.1884,354,0,-26.7429,39.0308,239.6707,-26.7429,39.0308,239.6707,0.0253,0.0178,0.0243,0.9992
45.2004,354,0,-27.0837,38.8257,238.3646,-27.0837,38.8257,238.3646,0.0224,0.0194,0.0244,0.9993
45.2091,354,0,-27.0837,38.8257,238.3646,-27.0837,38.8257,238.3646,0.0224,0.0194,0.0244,0.9993
45.2203,354,0,-26.4311,39.1209,239.6707,-26.4311,39.1209,239.6707,0.0281,0.0176,0.0242,0.9992
45.2323,354,0,-26.4311,39.1209,239.6707,-26.4311,39.1209,239.6707,0.0281,0.0176,0.0242,0.9992
45.2443,354,0,-26.6444,39.084,240.0748,-26.6444,39.084,240.0748,0.0231,0.0173,0.0241,0.9993
45.2568,354,0,-26.6444,39.084,240.0748,-26.6444,39.084,240.0748,0.0231,0.0173,0.0241,0.9993
45.2656,354,0,-26.6567,39.0172,239.6707,-26.6567,39.0172,239.6707,0.023,0.0175,0.0242,0.9993
45.2764,354,0,-26.6567,39.0172,239.6707,-26.6567,39.0172,239.6707,0.023,0.0175,0.0242,0.9993
45.2891,354,0,-26.769,38.9602,239.2802,-26.769,38.9602,239.2802,0.0218,0.0179,0.0243,0.9993
45.3006,354,0,-26.769,38.9602,239.2802,-26.769,38.9602,239.2802,0.0218,0.0179,0.0243,0.9993
45.3125,354,0,-26.7428,38.9924,240.0203,-26.7428,38.9924,240.0203,0.024,0.0173,0.0246,0.9993
45.3245,354,0,-26.7428,38.9924,240.0203,-26.7428,38.9924,240.0203,0.024,0.0173,0.0246,0.9993
45.3332,354,0,-27.9388,38.9216,238.476,-27.9388,38.9216,238.476,0.0225,0.0174,0.0243,0.9993
45.3443,354,0,-27.9388,38.9216,238.476,-27.9388,38.9216,238.476,0.0225,0.0174,0.0243,0.9993
45.3563,354,0,-27.7298,39.0306,239.2121,-27.7298,39.0306,239.2121,0.0283,0.0158,0.0241,0.9992
45.3684,354,0,-27.7298,39.0306,239.2121,-27.7298,39.0306,239.2121,0.0283,0.0158,0.0241,0.9992
45.3803,354,0,-27.2444,39.1313,238.7133,-27.2444,39.1313,238.7133,0.0238,0.0166,0.0244,0.9993
45.3891,354,0,-27.2444,39.1313,238.7133,-27.2444,39.1313,238.7133,0.0238,0.0166,0.0244,0.9993
45.4004,354,0,-27.4887,39.0252,237.0538,-27.4887,39.0252,237.0538,0.026,0.017,0.024,0.9992
45.4124,354,0,-27.4887,39.0252,237.0538,-27.4887,39.0252,237.0538,0.026,0.017,0.024,0.9992
45.4245,354,0,-27.0271,39.0444,238.3289,-27.0271,39.0444,238.3289,0.0281,0.0147,0.0241,0.9992
45.4366,354,0,-27.0271,39.0444,238.3289,-27.0271,39.0444,238.3289,0.0281,0.0147,0.0241,0.9992
45.4485,354,0,-27.3429,38.9114,237.4733,-27.3429,38.9114,237.4733,0.0235,0.0161,0.0242,0.9993
45.4572,354,0,-27.3429,38.9114,237.4733,-27.3429,38.9114,237.4733,0.0235,0.0161,0.0242,0.9993
45.4684,354,0,-27.428,38.9696,236.3105,-27.428,38.9696,236.3105,0.0124,0.0156,0.0243,0.9995
45.4804,354,0,-27.428,38.9696,236.3105,-27.428,38.9696,236.3105,0.0124,0.0156,0.0243,0.9995
45.4924,354,0,-27.318,38.8963,235.8597,-27.318,38.8963,235.8597,0.0249,0.0155,0.0242,0.9993
45.5044,354,0,-27.318,38.8963,235.8597,-27.318,38.8963,235.8597,0.0249,0.0155,0.0242,0.9993
45.5164,354,0,-27.3088,38.8608,234.9934,-27.3088,38.8608,234.9934,0.0241,0.0158,0.0242,0.9993
45.5254,354,0,-27.3088,38.8608,234.9934,-27.3088,38.8608,234.9934,0.0241,0.0158,0.0242,0.9993
45.5365,354,0,-27.2798,38.7633,234.2236,-27.2798,38.7633,234.2236,0.0247,0.0197,0.0245,0.9992
45.5484,354,0,-27.2798,38.7633,234.2236,-27.2798,38.7633,234.2236,0.0247,0.0197,0.0245,0.9992
45.5604,354,0,-27.175,38.9,234.1753,-27.175,38.9,234.1753,0.023,0.015,0.0245,0.9993
45.5725,354,0,-27.175,38.9,234.1753,-27.175,38.9,234.1753,0.023,0.015,0.0245,0.9993
45.5814,354,0,-28.3126,38.9195,233.3635,-28.3126,38.9195,233.3635,0.0166,0.0186,0.0245,0.9994
45.5927,354,0,-28.3126,38.9195,233.3635,-28.3126,38.9195,233.3635,0.0166,0.0186,0.0245,0.9994
45.6043,354,0,-27.9326,38.7981,232.9895,-27.9326,38.7981,232.9895,0.0219,0.0146,0.0245,0.9994
45.6167,354,0,-27.9326,38.7981,232.9895,-27.9326,38.7981,232.9895,0.0219,0.0146,0.0245,0.9994
45.6284,354,0,-28.3582,38.6473,232.1859,-28.3582,38.6473,232.1859,0.0231,0.0152,0.0242,0.9993
45.6404,354,0,-28.3582,38.6473,232.1859,-28.3582,38.6473,232.1859,0.0231,0.0152,0.0242,0.9993
45.6492,354,0,-28.451,38.1743,228.8695,-28.451,38.1743,228.8695,0.0272,0.0177,0.0241,0.9992
45.6604,354,0,-28.451,38.1743,228.8695,-28.451,38.1743,228.8695,0.0272,0.0177,0.0241,0.9992
45.6724,354,0,-28.539,38.5732,230.1756,-28.539,38.5732,230.1756,0.0237,0.0152,0.0242,0.9993
45.685,354,0,-28.539,38.5732,230.1756,-28.539,38.5732,230.1756,0.0237,0.0152,0.0242,0.9993
45.6965,354,0,-28.3805,38.5975,229.746,-28.3805,38.5975,229.746,0.0246,0.0145,0.0243,0.9993
45.7083,354,0,-28.3805,38.5975,229.746,-28.3805,38.5975,229.746,0.0246,0.0145,0.0243,0.9993
45.717,354,0,-28.6541,38.0651,226.0594,-28.6541,38.0651,226.0594,0.0348,0.0172,0.0245,0.9989
45.7285,354,0,-28.6541,38.0651,226.0594,-28.6541,38.0651,226.0594,0.0348,0.0172,0.0245,0.9989
45.7405,354,0,-28.6976,38.3954,227.4831,-28.6976,38.3954,227.4831,0.0214,0.0152,0.0245,0.9994
45.7524,354,0,-28.6976,38.3954,227.4831,-28.6976,38.3954,227.4831,0.0214,0.0152,0.0245,0.9994
45.765,354,0,-28.7035,38.2614,227.018,-28.7035,38.2614,227.018,0.0256,0.0166,0.0245,0.9992
45.7737,354,0,-28.7035,38.2614,227.018,-28.7035,38.2614,227.018,0.0256,0.0166,0.0245,0.9992
45.7844,354,0,-28.9365,38.3291,226.6202,-28.9365,38.3291,226.6202,0.0242,0.0149,0.0244,0.9993
45.7973,354,0,-28.9365,38.3291,226.6202,-28.9365,38.3291,226.6202,0.0242,0.0149,0.0244,0.9993
45.8088,354,0,-28.9375,38.3662,225.9122,-28.9375,38.3662,225.9122,0.0231,0.0141,0.0242,0.9993
45.8206,354,0,-29.2256,38.2739,224.8,-29.2256,38.2739,224.8,0.024,0.0151,0.0243,0.9993
45.8326,354,0,-29.2256,38.2739,224.8,-29.2256,38.2739,224.8,0.024,0.0151,0.0243,0.9993
45.8416,354,0,-29.1912,38.3195,224.7036,-29.1912,38.3195,224.7036,0.0259,0.0145,0.0242,0.9993
45.8524,354,0,-29.1912,38.3195,224.7036,-29.1912,38.3195,224.7036,0.0259,0.0145,0.0242,0.9993
45.8645,354,0,-29.4026,38.4086,225.1416,-29.4026,38.4086,225.1416,0.024,0.0137,0.0243,0.9993
45.8764,354,0,-29.4026,38.4086,225.1416,-29.4026,38.4086,225.1416,0.024,0.0137,0.0243,0.9993
45.8884,354,0,-29.8269,38.0941,222.7843,-29.8269,38.0941,222.7843,0.0278,0.0153,0.0244,0.9992
45.9006,354,0,-29.8269,38.0941,222.7843,-29.8269,38.0941,222.7843,0.0278,0.0153,0.0244,0.9992
45.9095,354,0,-29.6447,38.459,224.0023,-29.6447,38.459,224.0023,0.0248,0.0126,0.0242,0.9993
45.9207,354,0,-29.6447,38.459,224.0023,-29.6447,38.459,224.0023,0.0248,0.0126,0.0242,0.9993
45.9327,354,0,-29.9214,38.3597,224.0004,-29.9214,38.3597,224.0004,0.026,0.012,0.0243,0.9993
45.945,354,0,-29.9214,38.3597,224.0004,-29.9214,38.3597,224.0004,0.026,0.012,0.0243,0.9993
45.9565,354,0,-29.983,38.2361,223.3102,-29.983,38.2361,223.3102,0.0216,0.011,0.0243,0.9994
45.9652,354,0,-29.983,38.2361,223.3102,-29.983,38.2361,223.3102,0.0216,0.011,0.0243,0.9994
